article_title,article_summary,article_url,date_published
Georgia Dog-Fighting Trainer and Breeder Sentenced to Five Years in Prison,"A well-known dog-fighting trainer and breeder, who owned Cane Valley Kennels, was sentenced to the statutory maximum of five years in prison resulting from an investigation into a significant multi-state dog-fighting and cocaine trafficking ring.",https://www.justice.gov//opa/pr/georgia-dog-fighting-trainer-and-breeder-sentenced-five-years-prison,2022-01-19
"Grady County, Oklahoma Jail Officer Pleads Guilty to Using Excessive Force","Johnnie Drewery, 27, a former Sergeant with the Grady County Jail, in Chickasha, Oklahoma, pleaded guilty today to using unreasonable force against an inmate, thereby violating the inmate’s constitutional civil rights.",https://www.justice.gov//opa/pr/grady-county-oklahoma-jail-officer-pleads-guilty-using-excessive-force,2022-01-19
Justice Department and Federal Trade Commission Seek to Strengthen Enforcement Against Illegal Mergers,"Today, the Justice Department’s Antitrust Division and Federal Trade Commission (FTC) launched a joint public inquiry aimed at strengthening enforcement against illegal mergers. Recent evidence indicates that many industries across the economy are becoming more concentrated and less competitive – imperiling choice and economic gains for consumers, workers, entrepreneurs and small businesses. These problems are likely to persist or worsen due to an ongoing merger surge that has more than doubled merger filings from 2020 to 2021. To address mounting concerns, the agencies are soliciting public",https://www.justice.gov//opa/pr/justice-department-and-federal-trade-commission-seek-strengthen-enforcement-against-illegal,2022-01-18
U.S. Citizen Charged with Conspiring to Provide Electronic Equipment and Technology to the Government of Iran,"A dual Iranian-U.S. citizen was arrested Friday in Chicago, Illinois, on criminal charges related to his alleged conspiracy to illegally export U.S. goods, technology and services to end users in Iran, including the government of Iran, in violation of the International Emergency Economic Powers Act (IEEPA).",https://www.justice.gov//opa/pr/us-citizen-charged-conspiring-provide-electronic-equipment-and-technology-government-iran,2022-01-18
Maryland Security Guard Charged With Tax Evasion,An indictment was unsealed on Friday charging a Maryland security guard with six counts of tax evasion.,https://www.justice.gov//opa/pr/maryland-security-guard-charged-tax-evasion,2022-01-18
Omaha Railcar Cleaning Company and its Owners Sentenced for Violating Environmental and Worker Safety Laws Resulting in Workers’ 2015 Deaths,"Steven Michael Braithwaite, Adam Thomas Braithwaite and their company Nebraska Railcar Cleaning Services LLC (NRCS) were sentenced today in Omaha, Nebraska, for willful violations of worker safety standards that resulted in two worker deaths, knowing violations of the Resource Conservation and Recovery Act (RCRA) involving hazardous waste and knowing endangerment to others, knowing submission of false documents to the Occupational Safety and Health Administration (OSHA) and perjury. Steven Braithwaite will serve 30 months in prison and pay $100,000 in restitution for his role in the offenses.",https://www.justice.gov//opa/pr/omaha-railcar-cleaning-company-and-its-owners-sentenced-violating-environmental-and-worker,2022-01-14
Loan Servicer Agrees to Pay Nearly $8 Million to Resolve Alleged False Claims in Connection with Federal Education Loans,"Conduent Education Services LLC, fka Xerox Education Services LLC, dba ACS Education Services LLC (CES), a contractor that serviced student loans for lenders under the Federal Family Education Loan Program (FFEL), has agreed to pay $7.9 million to resolve allegations that it violated the False Claims Act by submitting or causing the submission of false claims to the Department of Education. Prior to this settlement, CES paid $1.4 million to the Department of Education under a remediation plan to partially resolve the allegations and received a credit for that payment under the settlement",https://www.justice.gov//opa/pr/loan-servicer-agrees-pay-nearly-8-million-resolve-alleged-false-claims-connection-federal,2022-01-14
Former Acting Inspector General for the U.S. Department of Homeland Security Pleads Guilty to Scheme to Defraud the U.S. Government,"A former Acting Inspector General for the U.S. Department of Homeland Security, Office of Inspector General (DHS-OIG) pleaded guilty today to federal charges stemming from the theft of proprietary software and sensitive databases from the U.S. government.",https://www.justice.gov//opa/pr/former-acting-inspector-general-us-department-homeland-security-pleads-guilty-scheme-defraud,2022-01-14
Justice Department Announces New Rule Implementing Federal Time Credits Program Established by the First Step Act,"Today, the Department of Justice announced that a new rule has been submitted to the Federal Register implementing the Time Credits program required by the First Step Act for persons incarcerated in federal facilities who committed nonviolent offenses. As part of the implementation process, the Federal Bureau of Prisons (BOP) has begun transferring eligible inmates out of BOP facilities and into either a supervised release program or into Residential Reentry Centers (RRCs) or home confinement (HC).",https://www.justice.gov//opa/pr/justice-department-announces-new-rule-implementing-federal-time-credits-program-established,2022-01-13
Leader of Oath Keepers and 10 Other Individuals Indicted in Federal Court for Seditious Conspiracy and Other Offenses Related to U.S. Capitol Breach,"A federal grand jury in the District of Columbia returned an indictment yesterday, which was unsealed today, charging 11 defendants with seditious conspiracy and other charges for crimes related to the breach of the U.S. Capitol on Jan. 6, which disrupted a joint session of the U.S. Congress that was in the process of ascertaining and counting the electoral votes related to the presidential election.",https://www.justice.gov//opa/pr/leader-oath-keepers-and-10-other-individuals-indicted-federal-court-seditious-conspiracy-and,2022-01-13
South Florida Residents Sentenced for Illegally Exporting Controlled Items to Libya,Two Florida residents were sentenced yesterday for conspiring to and illegally attempting to export controlled items to Libya.,https://www.justice.gov//opa/pr/south-florida-residents-sentenced-illegally-exporting-controlled-items-libya,2022-01-13
"Justice Department Resolves Housing Discrimination Lawsuit Against the City of Arlington, Texas","The Justice Department announced today that the City of Arlington, Texas, has agreed to pay $395,000 to resolve a lawsuit alleging that it violated the Fair Housing Act when it refused to support an affordable housing development that would have served low-income families with children.",https://www.justice.gov//opa/pr/justice-department-resolves-housing-discrimination-lawsuit-against-city-arlington-texas,2022-01-13
Justice Department Announces Retirement of U.S. Trustee Program Director Cliff White,"The Justice Department today announced the retirement of Clifford White, the Director of the Justice Department’s U.S. Trustee Program (USTP), which oversees the administration of bankruptcy cases, effective March 31, 2022.",https://www.justice.gov//opa/pr/justice-department-announces-retirement-us-trustee-program-director-cliff-white,2022-01-13
Lab Owner Pleads Guilty to $6.9 Million Genetic Testing & COVID-19 Testing Fraud Scheme,"A Florida man pleaded guilty today in the Southern District of Florida to a $6.9 million conspiracy to defraud Medicare by paying kickbacks and bribes to obtain doctors’ orders for medically unnecessary lab tests that were then billed to Medicare. The defendant exploited the COVID-19 pandemic by bundling COVID-19 testing with other forms of testing that patients did not need, including genetic testing and tests for rare respiratory pathogens.",https://www.justice.gov//opa/pr/lab-owner-pleads-guilty-69-million-genetic-testing-covid-19-testing-fraud-scheme,2022-01-13
Florida Co-Owner of Clinical Trial Company Pleads Guilty to Obstructing FDA Inspection,A Florida woman pleaded guilty today to obstructing a 2017 regulatory inspection in connection with an alleged scheme to fraudulently falsify clinical drug trial data.,https://www.justice.gov//opa/pr/florida-co-owner-clinical-trial-company-pleads-guilty-obstructing-fda-inspection,2022-01-12
Amtrak Pays Over $2 Million to Individuals in Disability Settlement,"The Department of Justice today announced that Amtrak paid over $2 million to more than 1,500 individuals who experienced disability discrimination while traveling or attempting to travel by train.",https://www.justice.gov//opa/pr/amtrak-pays-over-2-million-individuals-disability-settlement,2022-01-12
Justice Department Launches Statewide Disability Rights Investigation into South Carolina’s Use of Adult Care Homes,"The U.S. Department of Justice’s Civil Rights Division announced today that it has opened an investigation under the Americans with Disabilities Act (ADA) into whether the State of South Carolina subjects adults with mental illness to unnecessary institutionalization and risk of institutionalization, in adult care homes.",https://www.justice.gov//opa/pr/justice-department-launches-statewide-disability-rights-investigation-south-carolina-s-use,2022-01-12
Princess Cruise Lines Pleads Guilty to Second Revocation of Probation,Princess Cruise Lines Ltd. (Princess) has pleaded guilty to a second violation of probation imposed as a result of its 2017 criminal conviction for environmental crimes because it failed to establish and maintain an independent internal investigative office.,https://www.justice.gov//opa/pr/princess-cruise-lines-pleads-guilty-second-revocation-probation,2022-01-11
UC San Diego Health Pays $2.98 Million to Resolve Allegations of Ordering Unnecessary Genetic Testing,"UC San Diego Health, the academic health system of the University of California, San Diego, has paid $2.98 million to resolve allegations that it violated the False Claims Act by ordering medically unnecessary genetic testing reimbursed by Medicare.",https://www.justice.gov//opa/pr/uc-san-diego-health-pays-298-million-resolve-allegations-ordering-unnecessary-genetic-testing,2022-01-11
Sinaloa Cartel Drug Trafficker and Money Launderer Sentenced to Prison,"A drug trafficker and money launderer for the Sinaloa Cartel was sentenced yesterday to 188 months in prison for supervising the smuggling of multi-kilogram quantities of cocaine, methamphetamine, and heroin from Mexico into the United States and the smuggling of drug proceeds from the United States to Mexico.",https://www.justice.gov//opa/pr/sinaloa-cartel-drug-trafficker-and-money-launderer-sentenced-prison,2022-01-11
Leader of Neo-Nazi Group Sentenced for Plot to Target Journalists and Advocates,"A Washington man was sentenced today to 84 months, or seven years, in prison for his role in a plot to threaten and intimidate journalists and advocates who worked to expose anti-Semitism.",https://www.justice.gov//opa/pr/leader-neo-nazi-group-sentenced-plot-target-journalists-and-advocates,2022-01-11
Founder of Nationwide Tax Return Preparation Company Sentenced to Prison for Fraud and Tax Crimes,"An Ohio man was sentenced today to one year and one day in prison for conspiring with others to commit fraud in connection with the operation of a national tax return preparation company he owned and managed, as well as tax crimes.",https://www.justice.gov//opa/pr/founder-nationwide-tax-return-preparation-company-sentenced-prison-fraud-and-tax-crimes,2022-01-10
Justice Department Settles with Frozen Food Company to Resolve Immigration-Related Discrimination Claims,"The Department of Justice today announced that it has reached a settlement agreement with Buddy’s Kitchen Inc., a Minnesota-based company that produces and distributes frozen foods.",https://www.justice.gov//opa/pr/justice-department-settles-frozen-food-company-resolve-immigration-related-discrimination,2022-01-10
"Justice Department Settles with Texas Recycling Company to Prevent the Release of Ozone Depleting Refrigerants, Which Contribute to Climate Change","Today, the Justice Department and the Environmental Protection Agency (EPA) announced a settlement with Derichebourg Recycling USA Inc. (Derichebourg) of Houston to resolve Clean Air Act violations at 10 scrap metal recycling facilities in Texas and Oklahoma.",https://www.justice.gov//opa/pr/justice-department-settles-texas-recycling-company-prevent-release-ozone-depleting,2022-01-07
Three Amazon Marketplace Sellers Plead Guilty to Price Fixing DVDs and Blu-Ray Discs in Ongoing Investigation,A New Jersey man and two New York men pleaded guilty yesterday to fixing the prices of DVDs and Blu-Ray Discs sold on the Amazon Marketplace.,https://www.justice.gov//opa/pr/three-amazon-marketplace-sellers-plead-guilty-price-fixing-dvds-and-blu-ray-discs-ongoing,2022-01-07
"MS-13 Members and Associates Indicted in Racketeering, Narcotics and Multiple Murder Conspiracies","A federal grand jury in Virginia returned a superseding indictment yesterday charging 12 members and associates of “La Mara Salvatrucha”, or MS-13, with a variety of offenses based on their alleged involvement in a series of murders, racketeering, and drug trafficking crimes.",https://www.justice.gov//opa/pr/ms-13-members-and-associates-indicted-racketeering-narcotics-and-multiple-murder-conspiracies,2022-01-07
Nine MS-13 Gang Members Indicted for Racketeering Conspiracy,"A federal judge in the District of Maryland unsealed a superseding indictment today charging nine members of La Mara Salvatrucha (MS-13) with racketeering conspiracy involving murder, extortion, and money laundering.",https://www.justice.gov//opa/pr/nine-ms-13-gang-members-indicted-racketeering-conspiracy,2022-01-07
New Orleans City Judge Indicted for Filing False Returns,A federal grand jury in New Orleans returned an indictment today charging a city court judge with filing false tax returns.,https://www.justice.gov//opa/pr/new-orleans-city-judge-indicted-filing-false-returns,2022-01-07
Man Sentenced to 30 Years for Production of Child Pornography,Texas man was sentenced today to 30 years in prison followed by a lifetime of supervised release for producing images of child sexual abuse.,https://www.justice.gov//opa/pr/man-sentenced-30-years-production-child-pornography,2022-01-06
RV Salesman Pleads Guilty to Tax Evasion,A former Arkansas resident pleaded guilty today to tax evasion and admitted he lied to IRS special agents.,https://www.justice.gov//opa/pr/rv-salesman-pleads-guilty-tax-evasion,2022-01-06
Man Arrested for Acting in United States as Agent of Egyptian Government,A New York man was arrested today on criminal charges related to his alleged acting and conspiring to act as a foreign agent in the United States.,https://www.justice.gov//opa/pr/man-arrested-acting-united-states-agent-egyptian-government,2022-01-06
Readout from Attorney General Merrick B. Garland’s Meeting on the One Year Anniversary of the January 6th Attack on the Capitol,"This morning, Attorney General Merrick B. Garland met with many of the Department of Justice employees who are assigned to the January 6th investigation",https://www.justice.gov//opa/pr/readout-attorney-general-merrick-b-garland-s-meeting-one-year-anniversary-january-6th-attack,2022-01-06
Rhode Island Man Charged in Manhattan for Trafficking ‘Ghost’ Guns,"A Rhode Island man was charged in a criminal complaint unsealed today with conspiring to traffic firearms and with making false statements. According to court documents, Robert Alcantara, 34, of Providence, was arrested today and presented in the District of Rhode Island.",https://www.justice.gov//opa/pr/rhode-island-man-charged-manhattan-trafficking-ghost-guns,2022-01-06
Chinese National Pleads Guilty to Economic Espionage Conspiracy,"Xiang Haitao, 44, a Chinese national formerly residing in Chesterfield, Missouri, pleaded guilty today to conspiracy to commit economic espionage.",https://www.justice.gov//opa/pr/chinese-national-pleads-guilty-economic-espionage-conspiracy,2022-01-06
North Carolina Man Pleads Guilty to Promoting Nationwide Tax Fraud Scheme,A North Carolina man pleaded guilty yesterday to conspiring to defraud the United States by promoting a nationwide tax fraud scheme and assisting in the preparation and filing of false tax returns for the scheme’s participants.,https://www.justice.gov//opa/pr/north-carolina-man-pleads-guilty-promoting-nationwide-tax-fraud-scheme,2022-01-04
Colombian National Charged in Connection with Plot to Kill Haitian President,A Colombian national was arrested based on a criminal complaint filed in the Southern District of Florida.,https://www.justice.gov//opa/pr/colombian-national-charged-connection-plot-kill-haitian-president,2022-01-04
Justice Department Secures Agreement with Hospital to Ensure Effective Communication with Deaf Patients and Companions,"Today the Justice Department reached an agreement under the Americans with Disabilities Act (ADA) with Adventist Health System Georgia Inc., d.b.a. AdventHealth-Gordon (Advent), a hospital in Calhoun, Georgia.",https://www.justice.gov//opa/pr/justice-department-secures-agreement-hospital-ensure-effective-communication-deaf-patients,2022-01-04
Georgia Woman Sentenced to 41 Months in COVID-19 Fraud Scheme,"A Georgia woman was sentenced today to 41 months in prison for her scheme to fraudulently obtain more than $7.9 million in Paycheck Protection Program (PPP) loans guaranteed by the Small Business Administration (SBA) under the Coronavirus Aid, Relief, and Economic Security (CARES) Act.",https://www.justice.gov//opa/pr/georgia-woman-sentenced-41-months-covid-19-fraud-scheme,2022-01-04
"U.S. Marshals Arrest More Than 6,000 Murder Suspects in 2021, Over 84,000 Fugitives Apprehended","The U.S. Marshals Service (USMS) arrested 84,247 fugitives (27,399 on federal and 56,848 on state and local warrants) in Fiscal Year 2021. On average, the agency arrested 337 fugitives per day (based on 250 operational days).",https://www.justice.gov//opa/pr/us-marshals-arrest-more-6000-murder-suspects-2021-over-84000-fugitives-apprehended,2022-01-03
Justice Department Announces New Rule to Help Enhance Safe and Secure Storage of Firearms; Publishes Best Practices Guide for Federal Firearms Licensees,The Department of Justice today announced a new rule to help enable the safe and secure storage of firearms and published a Best Practices Guide for federal firearms licensees (FFLs). This new rule implements the existing Gun Control Act requirement that federal firearms licensees that sell firearms to the general public (non-licensees) must certify that they have available secure gun storage or safety devices.,https://www.justice.gov//opa/pr/justice-department-announces-new-rule-help-enhance-safe-and-secure-storage-firearms-publishes,2022-01-03
Justice Department Resolves Race Discrimination Lawsuit Against Housing Authority in Oklahoma,"The Justice Department announced today that it has obtained a settlement agreement with the Housing Authority of the Town of Lone Wolf, Oklahoma, and two of its former employees to resolve allegations that they violated federal law when they denied housing to a Black mother and her young daughter because of their race. Under the settlement, the Housing Authority and former employees David Haynes and Myra Hess must pay $75,000 in damages and take other actions to remedy their violations of the Fair Housing Act and Title VI of the Civil Rights Act of 1964.",https://www.justice.gov//opa/pr/justice-department-resolves-race-discrimination-lawsuit-against-housing-authority-oklahoma,2022-01-03
Justice Department and Agriculture Department Issue Shared Principles and Commitments to Protect Against Unfair and Anticompetitive Practices,"Speaking at a White House event focused on competition in agriculture, Attorney General Merrick B. Garland and Secretary of Agriculture Tom Vilsack expressed their shared commitment to effectively enforcing federal competition laws that protect farmers, ranchers, and other agricultural producers and growers from unfair and anticompetitive practices, including the antitrust laws and the Packers and Stockyards Act. The Department of Justice and Department of Agriculture (USDA) are already working together to support their respective enforcement efforts under these laws. As one step in that",https://www.justice.gov//opa/pr/justice-department-and-agriculture-department-issue-shared-principles-and-commitments-protect,2022-01-03
Justice Department Ensures Jeffrey and Lauren Lowe Are Permanently Prohibited from Exhibiting Animals and Terminates Their Interests in Seized Animals,"On Dec. 23, the U.S. District Court for the Eastern District of Oklahoma entered a consent decree between the United States and Jeffrey and Lauren Lowe permanently prohibiting them from exhibiting animals, terminating their interests in 97 endangered or threatened animals seized from their facility, and affirming that they have legally abandoned their rights to an additional 41 animals covered by the Animal Welfare Act (AWA).",https://www.justice.gov//opa/pr/justice-department-ensures-jeffrey-and-lauren-lowe-are-permanently-prohibited-exhibiting,2022-01-03
Federal Court Permanently Shuts Down Two Miami-Area Tax Return Preparers,A federal court in the Southern District of Florida has permanently enjoined two Miami-area tax return preparers from preparing federal income tax returns for others.,https://www.justice.gov//opa/pr/federal-court-permanently-shuts-down-two-miami-area-tax-return-preparers,2021-12-29
District Court Orders New Jersey Defendants to Stop Distributing Unapproved ‘Nano Silver’ Products Touted as COVID Treatment,A federal court permanently enjoined a New Jersey entity and its principals from distributing unapproved and misbranded drugs touted as a treatment for COVID-19.,https://www.justice.gov//opa/pr/district-court-orders-new-jersey-defendants-stop-distributing-unapproved-nano-silver-products,2021-12-28
Advertising Platform OpenX Agrees to Injunctive Relief and $2 Million Payment in Case Alleging Violations of Children’s Privacy Law,Online advertising platform OpenX Technologies Inc. (OpenX) has agreed to a court order requiring it to pay $2 million and to be bound by injunctive relief provisions mandating its compliance with the Federal Trade Commission (FTC) Act and Children’s Online Privacy Protection Act (COPPA) Rule. This stipulated order resolves a lawsuit the government filed against OpenX in the U.S. District Court for the Central District of California.,https://www.justice.gov//opa/pr/advertising-platform-openx-agrees-injunctive-relief-and-2-million-payment-case-alleging,2021-12-28
California Man Sentenced to Life Followed by 30 Years in Prison for Federal Hate Crimes Related to 2019 Poway Synagogue Shooting and Attempted Mosque Arson,"John T. Earnest, a California man who entered the Chabad of Poway on April 27, 2019, opened fire and killed one woman, injured three others, and attempted to kill 50 others, was sentenced today in the Southern District of California to life followed by 30 years in prison for his crimes.",https://www.justice.gov//opa/pr/california-man-sentenced-life-followed-30-years-prison-federal-hate-crimes-related-2019-poway,2021-12-28
Defendant Returned by Egypt to the United States to Face Charges for Alleged Scheme to Defraud the Kuwaiti Embassy,"Yesterday, the U.S. District Court for the District of Columbia unsealed the indictment of a man who was returned from Egypt to the United States on Dec. 14 to face fraud and money laundering charges.",https://www.justice.gov//opa/pr/defendant-returned-egypt-united-states-face-charges-alleged-scheme-defraud-kuwaiti-embassy,2021-12-23
Justice Department Awards More Than $210 Million to Support Forensic Science,"The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling more than $210 million to fund crime laboratories, support research, decrease DNA backlogs and help law enforcement identify missing persons. The funding is administered by the OJP’s Bureau of Justice Assistance (BJA) and National Institute of Justice (NIJ).",https://www.justice.gov//opa/pr/justice-department-awards-more-210-million-support-forensic-science,2021-12-23
Justice Department Awards More Than $100 Million to Support Youth,The Department of Justice’s Office of Justice Programs (OJP) today announced that it will award grants totaling nearly $103 million to support youth and help achieve greater equity in the juvenile justice system.,https://www.justice.gov//opa/pr/justice-department-awards-more-100-million-support-youth,2021-12-23
Justice Department Awards $34 Million to Support Community Crisis Response,"The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling $34 million to help communities address crises involving homelessness, mental health and substance use disorders, and other public health and public safety emergencies. The grants, made by OJP’s Bureau of Justice Assistance (BJA) and National Institute of Justice (NIJ), will support partnerships between justice system officials, health and mental health professionals and community providers designed to reduce arrests, divert individuals from the justice system and deliver the appropriate",https://www.justice.gov//opa/pr/justice-department-awards-34-million-support-community-crisis-response,2021-12-23
Justice Department Awards More Than $125 Million in Grants Under the STOP School Violence Act,"The Department of Justice today announced nearly $126 million in funding to advance school safety under the STOP School Violence Act. The grants, awarded by the Office of Justice Programs’ (OJP) Bureau of Justice Assistance (BJA) and the department’s Office of Community Oriented Policing Services (COPS Office), will help institute safety measures in and around primary and secondary schools, support school violence prevention efforts, provide training to school personnel and students, and implement evidence-based threat assessments.",https://www.justice.gov//opa/pr/justice-department-awards-more-125-million-grants-under-stop-school-violence-act-0,2021-12-23
Justice Department Awards Nearly $87 Million to Combat Human Trafficking and Help Victims,"The Justice Department’s Office of Justice Programs (OJP) announced almost $87 million in funding to combat human trafficking, provide supportive services to trafficking victims throughout the United States and conduct research into the nature and causes of labor and sex trafficking.",https://www.justice.gov//opa/pr/justice-department-awards-nearly-87-million-combat-human-trafficking-and-help-victims,2021-12-23
Justice Department Awards More Than $37 Million to Support Innovations in Policing,"The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling over $37 million to support evidence-based law enforcement strategies designed to build trust with communities and improve public safety. The grants, made by OJP’s Bureau of Justice Assistance (BJA) and National Institute of Justice (NIJ), will support partnerships between researchers and law enforcement professionals, fund body-worn camera programs and underwrite research and evaluation projects that examine promising police practices.",https://www.justice.gov//opa/pr/justice-department-awards-more-37-million-support-innovations-policing,2021-12-23
Justice Department Awards Nearly $444 Million to Support Violence Intervention Efforts,"The Department of Justice’s Office of Justice Programs (OJP) today announced nearly $444 million in grant awards to support a wide range of violence reduction efforts, including community-based violence intervention and prevention strategies, youth and school violence prevention programs and evidence-based police and prosecution practices. Funding will also support research on civil disturbances, school safety and violence against women.",https://www.justice.gov//opa/pr/justice-department-awards-nearly-444-million-support-violence-intervention-efforts,2021-12-23
Justice Department Awards More Than $40 Million to Improve Services for Crime Victims,The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling over $40 million to enhance services for victims of crime across the United States. The grants build on more than $1.2 billion in funding announced in September to support victim assistance and victim compensation programs administered by states and territories.,https://www.justice.gov//opa/pr/justice-department-awards-more-40-million-improve-services-crime-victims,2021-12-23
Taylor Energy Company to Pay Over $43 Million and Transfer $432 Million Decommissioning Trust Fund to the United States for Gulf of Mexico Oil Spill,"Taylor Energy Company LLC (Taylor Energy), a Louisiana oil and gas company, has agreed to turn over all its remaining assets to the United States upon liquidation to resolve its liability for the oil spill at its former Gulf of Mexico offshore oil production facility — the source of the longest-running oil spill in U.S. history, ongoing since 2004.",https://www.justice.gov//opa/pr/taylor-energy-company-pay-over-43-million-and-transfer-432-million-decommissioning-trust-fund,2021-12-22
"Federal-State Clean Water Act Settlement Resolves Sewer Overflow Violations in Bucks County, Pennsylvania","The United States and Commonwealth of Pennsylvania, Department of Environmental Protection (DEP), filed a civil lawsuit against the Bucks County Water and Sewer Authority (the Authority), alleging violations of the federal Clean Water Act and Pennsylvania Clean Steams Law.",https://www.justice.gov//opa/pr/federal-state-clean-water-act-settlement-resolves-sewer-overflow-violations-bucks-county,2021-12-22
Department of Justice Awards More Than $300 Million to Fight Opioid and Stimulant Crisis and to Address Substance Use Disorders,"The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling more than $300 million to help combat America’s substance use crisis, which has worsened during the coronavirus pandemic.",https://www.justice.gov//opa/pr/department-justice-awards-more-300-million-fight-opioid-and-stimulant-crisis-and-address,2021-12-22
Founder of Werner Enterprises to Pay Civil Penalty for Violating Antitrust Pre-Transaction Notification Requirements,"The Justice Department’s Antitrust Division, at the request of the Federal Trade Commission (FTC), filed a civil antitrust lawsuit today in the U.S. District Court for the District of Columbia against Clarence L. Werner (Werner). Werner is the founder of Werner Enterprises Inc. (Werner Enterprises), one of the largest truckload carriers in the United States.",https://www.justice.gov//opa/pr/founder-werner-enterprises-pay-civil-penalty-violating-antitrust-pre-transaction-notification,2021-12-22
Biglari Holdings Inc. to Pay Civil Penalty for Repeat Violation of Antitrust Pre-Transaction Notification Requirements,"The Justice Department’s Antitrust Division, at the request of the Federal Trade Commission (FTC), filed a civil antitrust lawsuit today in the U.S. District Court for the District of Columbia against Biglari Holdings Inc. (Biglari Holdings), a restaurant chain owner and investment fund operator.",https://www.justice.gov//opa/pr/biglari-holdings-inc-pay-civil-penalty-repeat-violation-antitrust-pre-transaction,2021-12-22
Justice Department Awards More Than $110 Million to Support Currently and Formerly Incarcerated Individuals,The Department of Justice’s Office of Justice Programs (OJP) today announced awards totaling more than $110.7 million to reduce recidivism and support adults and youth returning to their communities after confinement.,https://www.justice.gov//opa/pr/justice-department-awards-more-110-million-support-currently-and-formerly-incarcerated,2021-12-22
Georgia Man Pleads Guilty to Orchestrating Nationwide Tax Fraud Scheme,A Georgia man pleaded guilty today to conspiring to defraud the United States by promoting a nationwide tax fraud scheme to more than 200 participants in at least 19 states. He also pleaded guilty to helping others prepare and file false tax returns for individuals recruited to the scheme.,https://www.justice.gov//opa/pr/georgia-man-pleads-guilty-orchestrating-nationwide-tax-fraud-scheme,2021-12-22
Justice Department Awards Almost $141 Million to Protect Children,"The Department of Justice’s Office of Justice Programs (OJP) today announced grant awards totaling nearly $141 million to help protect children from exploitation, trauma and abuse, while also funding improvements in the judicial system’s handling of child abuse and neglect cases.",https://www.justice.gov//opa/pr/justice-department-awards-almost-141-million-protect-children,2021-12-22
Justice Department Announces Global Resolution of Criminal and Civil Investigations with Privatized Military Housing Contractor for Defrauding U.S. Military,"Today, the Department of Justice announced a global resolution of its criminal and civil investigations into Balfour Beatty Communities LLC (BBC), one of the largest providers of privatized military housing to the U.S. Armed Forces, for defrauding the U.S. Air Force, U.S. Army, and U.S. Navy, in connection with a scheme to defraud the U.S. military.",https://www.justice.gov//opa/pr/justice-department-announces-global-resolution-criminal-and-civil-investigations-privatized,2021-12-22
North Carolina Business Owner Pleads Guilty to Filing False Tax Return,A North Carolina man pleaded guilty yesterday to filing a false tax return.,https://www.justice.gov//opa/pr/north-carolina-business-owner-pleads-guilty-filing-false-tax-return,2021-12-21
Operators of Three Texas Pharmacies and Two Pain Clinics Arrested for Illegally Dispensing Nearly Four Million Opioid Pills,"Three Houston-area pharmacists, a doctor, and a pharmacy technician have been arrested for allegedly running three pharmacies and two clinics as “pill mills;” distributing hydrocodone, oxycodone, and other controlled drugs without a legitimate medical purpose.",https://www.justice.gov//opa/pr/operators-three-texas-pharmacies-and-two-pain-clinics-arrested-illegally-dispensing-nearly,2021-12-21
NatWest Markets Pleads Guilty to Fraud in U.S. Treasury Markets,"NatWest Markets Plc (NatWest), a London, U.K.-based global banking and financial services firm, pleaded guilty today to various fraud schemes in the markets for U.S. Treasury securities and futures contracts.",https://www.justice.gov//opa/pr/natwest-markets-pleads-guilty-fraud-us-treasury-markets,2021-12-21
"Justice Department Alleges That Chicopee, Massachusetts, Housing Authority and its Executive Director Discriminated Against Tenants on the Basis of Race, National Origin and Disability","The Justice Department’s Civil Rights Division and the U.S. Attorney’s Office for the District of Massachusetts announced today that they have filed an amended complaint alleging that the Chicopee Housing Authority and its Executive Director, Monica Blazic, violated federal law by discriminating against residents based on race, national origin and disability.",https://www.justice.gov//opa/pr/justice-department-alleges-chicopee-massachusetts-housing-authority-and-its-executive,2021-12-21
Justice Department Finds that Manson Youth Institution Violates the U.S. Constitution and the Individuals with Disabilities Education Act,The Department of Justice’s Civil Rights Division announced today that it has concluded an investigation into whether Manson Youth Institution is violating the Eighth and Fourteenth Amendments of the U.S. Constitution and the Individuals with Disabilities Education Act (IDEA) with respect to children in the facility.,https://www.justice.gov//opa/pr/justice-department-finds-manson-youth-institution-violates-us-constitution-and-individuals,2021-12-21
Statement by Attorney General Merrick B. Garland,Attorney General Merrick B. Garland issued the following statement in reference to today’s Office of Legal Counsel opinion on home confinement:,https://www.justice.gov//opa/pr/statement-attorney-general-merrick-b-garland-0,2021-12-21
Harvard University Professor Convicted of Making False Statements and Tax Offenses,"The former Chair of Harvard University’s Chemistry and Chemical Biology Department was convicted by a federal jury today in connection with lying to federal authorities about his affiliation with the People’s Republic of China’s Thousand Talents Program and the Wuhan University of Technology (WUT) in Wuhan, China, as well as failing to report income he received from WUT.",https://www.justice.gov//opa/pr/harvard-university-professor-convicted-making-false-statements-and-tax-offenses,2021-12-21
