article_title,article_summary,article_url,date_published,cleaned_title_summary,label
"Former Memphis Police Officer Charged with Federal Civil Rights, Kidnapping and Weapons Offenses Related to Fatal Shooting","A federal grand jury in Memphis, Tennessee, returned an eight-count indictment today charging former Memphis Police Officer Patric J. Ferguson with federal civil rights, kidnapping and weapons offenses in connection with the fatal shooting of a victim identified as R.H. The indictment also charges Ferguson and a civilian, Joshua M. Rogers, with federal offenses for conspiring to cover up the fatal shooting and destroying evidence of the crimes. The indictment further charges Rogers with accessory after the fact for helping Ferguson cover up his crimes.",https://www.justice.gov//opa/pr/former-memphis-police-officer-charged-federal-civil-rights-kidnapping-and-weapons-offenses,2024-05-08,memphis police officer charge federal civil right kidnapping weapon offense relate fatal shooting federal grand jury memphis tennessee return count indictment today charge memphis police officer patric j. ferguson federal civil right kidnapping weapon offense connection fatal shooting victim identify r.h indictment charge ferguson civilian joshua m. rogers federal offense conspire cover fatal shooting destroy evidence crime indictment charge roger accessory fact help ferguson cover crime,False
"Executive Pleads Guilty to Conspiring to Monopolize, Rig Bids and Allocate Territories for Wildfire Services","The former owner of contractor companies that provided fuel truck services to the U.S. Forest Service’s wildfire fighters pleaded guilty today to conspiring to monopolize, rigging bids and allocating territories in violation of Sections 1 and 2 of the Sherman Antitrust Act. The plea follows a judicially authorized wiretap investigation that led to the indictment of two executives in December 2023.",https://www.justice.gov//opa/pr/executive-pleads-guilty-conspiring-monopolize-rig-bids-and-allocate-territories-wildfire,2024-05-08,executive plead guilty conspire monopolize rig bid allocate territory wildfire service owner contractor company provide fuel truck service u.s forest service wildfire fighter plead guilty today conspire monopolize rig bid allocate territory violation section 1 2 sherman antitrust act plea follow judicially authorize wiretap investigation lead indictment executive december 2023,True
Justice Department and Department of Health and Human Services Highlight Progress by State of Alabama to Implement Environmental Justice Reforms in Lowndes County,"The Justice Department and Department of Health and Human Services (HHS) announced today progress by the Alabama Department of Public Health (ADPH) in providing access to basic sanitation services, abating exposure to raw sewage from inadequate onsite wastewater systems and improving health outcomes for the predominantly Black communities of Lowndes County, Alabama.",https://www.justice.gov//opa/pr/justice-department-and-department-health-and-human-services-highlight-progress-state-alabama,2024-05-07,justice department department health human service highlight progress state alabama implement environmental justice reform lownde county justice department department health human service hhs announce today progress alabama department public health adph provide access basic sanitation service abate exposure raw sewage inadequate onsite wastewater system improve health outcome predominantly black community lowndes county alabama,False
U.S. Charges Russian National with Developing and Operating LockBit Ransomware,"The U.S. Justice Department unsealed charges today against a Russian national for his alleged role as the creator, developer, and administrator of the LockBit ransomware group from its inception in September 2019 through the present. At times, LockBit was the most prolific ransomware group in the world.",https://www.justice.gov//opa/pr/us-charges-russian-national-developing-and-operating-lockbit-ransomware,2024-05-07,u.s charge russian national develop operating lockbit ransomware u.s justice department unseal charge today russian national alleged role creator developer administrator lockbit ransomware group inception september 2019 present time lockbit prolific ransomware group world,False
False Claims Act Complaint Filed Against International Student Recruiting Firm for Federal Student Aid Programs Submissions,"The Justice Department announced today that it has filed a complaint under the False Claims Act (FCA) against Study Across the Pond LLC (SATP) and its principal, John Borhaug. SATP, which is organized under the laws of Massachusetts, recruits American students to attend foreign schools in the U.K., as well as other countries. The complaint, filed in the District of Massachusetts, alleges that SATP and Borhaug knowingly caused UK schools to submit false claims to the Department of Education for federal student aid by demanding that the foreign schools enter into arrangements that violated the",https://www.justice.gov//opa/pr/false-claims-act-complaint-filed-against-international-student-recruiting-firm-federal,2024-05-07,false claim act complaint file international student recruiting firm federal student aid program submission justice department announce today file complaint false claim act fca study pond llc satp principal john borhaug satp organize law massachusetts recruit american student attend foreign school u.k country complaint file district massachusetts allege satp borhaug knowingly cause uk school submit false claim department education federal student aid demand foreign school enter arrangement violate,False
Oil Tanker Engineers Plead Guilty to Charges of Concealing Vessel Pollution; Chief Engineer Also Pleads Guilty to Discharging Oily Waste Off Coast of New Jersey,"Two ship engineers on the oil tanker M/T Kriti Ruby pleaded guilty to charges related to the concealment of pollution by falsifying records, with the chief engineer also pleading guilty to charges related to the discharge of oily waste into the sea from a commercial vessel near a petroleum terminal in Sewaren, New Jersey.",https://www.justice.gov//opa/pr/oil-tanker-engineers-plead-guilty-charges-concealing-vessel-pollution-chief-engineer-also,2024-05-07,oil tanker engineer plead guilty charge conceal vessel pollution chief engineer plead guilty discharge oily waste coast new jersey ship engineer oil tanker m t kriti ruby plead guilty charge relate concealment pollution falsify record chief engineer plead guilty charge relate discharge oily waste sea commercial vessel near petroleum terminal sewaren new jersey,False
Virginia Man Sentenced to More than Six Years in Prison for Tax Scheme,"A Virginia businessman was sentenced to 78 months in prison for evading the payment of employment taxes, filing false tax returns and obstructing the IRS.",https://www.justice.gov//opa/pr/virginia-man-sentenced-more-six-years-prison-tax-scheme,2024-05-07,virginia man sentence year prison tax scheme virginia businessman sentence 78 month prison evade payment employment taxis file false tax return obstruct irs,True
Man Convicted in Cold Case Murder on Military Base in Germany,"A federal jury in Pensacola, Florida, convicted a former U.S. Army soldier yesterday for the murder of a pregnant, 19-year-old fellow soldier on a U.S. Army base in Germany more than 22 years ago.",https://www.justice.gov//opa/pr/man-convicted-cold-case-murder-military-base-germany,2024-05-07,man convict cold case murder military base germany federal jury pensacola florida convict u.s army soldier yesterday murder pregnant 19 year old fellow soldier u.s army base germany 22 year ago,False
Minnesota Man Sentenced to Over Eight Years in Prison for Tax Fraud Scheme,A Minnesota man was sentenced to 108 months in prison for wire fraud and assisting in the preparation of false tax returns.,https://www.justice.gov//opa/pr/minnesota-man-sentenced-over-eight-years-prison-tax-fraud-scheme,2024-05-07,minnesota man sentence year prison tax fraud scheme minnesota man sentence 108 month prison wire fraud assisting preparation false tax return,True
Former Tennessee Corrections Officer Sentenced for Using Excessive Force Against Inmate and Writing False Report to Cover It Up,"A former Tennessee Department of Corrections (TDOC) tactical officer, Javian Griffin, 38, was sentenced today to 48 months in prison and three years of supervised release for using excessive force against an inmate and writing a false report to cover it up.",https://www.justice.gov//opa/pr/former-tennessee-corrections-officer-sentenced-using-excessive-force-against-inmate-and,2024-05-06,tennessee correction officer sentence excessive force inmate write false report cover tennessee department correction tdoc tactical officer javian griffin 38 sentence today 48 month prison year supervised release excessive force inmate write false report cover,False
Court Permanently Bars Missouri CPA from Promoting Charitable Remainder Annuity Trust Tax Scheme,"The U.S. District Court for the Western District of Missouri permanently barred Aric Elliot Schreiner and his company, Columbia CPA Group LLC, from organizing, promoting, selling or marketing tax schemes involving the use of charitable remainder annuity trusts (CRATs).",https://www.justice.gov//opa/pr/court-permanently-bars-missouri-cpa-promoting-charitable-remainder-annuity-trust-tax-scheme,2024-05-06,court permanently bar missouri cpa promote charitable remainder annuity trust tax scheme u.s district court western district missouri permanently bar aric elliot schreiner company columbia cpa group llc organize promote selling marketing tax scheme involve use charitable remainder annuity trust crats,True
Florida Hospital System Agrees to Pay $1.5 Million to Resolve Liability Relating to Self-Disclosure of Improper Discounts,"Baptist Health System Inc. (Baptist Health), located in Florida, has agreed to pay $1.5 million to resolve allegations that it violated the False Claims Act by knowingly causing its subsidiaries to offer discounts to patients to induce them to purchase or refer Baptist Health services reimbursed by federal health care programs. In connection with the settlement, the United States acknowledged that Baptist Health took significant steps entitling it to credit for cooperating with the government’s investigation.",https://www.justice.gov//opa/pr/florida-hospital-system-agrees-pay-15-million-resolve-liability-relating-self-disclosure,2024-05-06,florida hospital system agree pay $ 1.5 million resolve liability relate self disclosure improper discount baptist health system inc baptist health locate florida agree pay $ 1.5 million resolve allegation violate false claim act knowingly cause subsidiary offer discount patient induce purchase refer baptist health service reimburse federal health care program connection settlement united states acknowledge baptist health take significant step entitle credit cooperate government investigation,False
Justice Department Celebrates Two-Year Anniversary of Comprehensive Environmental Justice Enforcement Strategy and Office of Environmental Justice,The Justice Department marked the second anniversary of its Comprehensive Environmental Justice Enforcement Strategy (CEJES) and Office of Environmental Justice (OEJ). The Justice Department will be incorporating those efforts into developing an Environmental Justice Strategic Plan.,https://www.justice.gov//opa/pr/justice-department-celebrates-two-year-anniversary-comprehensive-environmental-justice,2024-05-06,justice department celebrate year anniversary comprehensive environmental justice enforcement strategy office environmental justice justice department mark second anniversary comprehensive environmental justice enforcement strategy cejes office environmental justice oej justice department incorporate effort develop environmental justice strategic plan,True
Five Federal Departments Join Justice Department in Reaffirming Shared Commitment to Uphold Civil Rights Laws and Advance Environmental Justice,The Justice Department’s Civil Rights Division and officials from the Department of Health and Human Services’ (HHS) Office for Civil Rights; Department of Transportation’s (DOT) Departmental Office of Civil Rights; Environmental Protection Agency’s (EPA) Office of External Civil Rights Compliance; Department of Homeland Security’s (DHS) Office for Civil Rights and Civil Liberties; and Department of Housing and Urban Development’s (HUD) Office of Fair Housing and Equal Opportunity jointly reaffirmed today their shared commitment to uphold civil rights laws and advance environmental justice in,https://www.justice.gov//opa/pr/five-federal-departments-join-justice-department-reaffirming-shared-commitment-uphold-civil,2024-05-06,federal department join justice department reaffirm share commitment uphold civil right law advance environmental justice justice department civil right division official department health human service hhs office civil right department transportation dot departmental office civil right environmental protection agency epa office external civil right compliance department homeland security dhs office civil right civil liberty department housing urban development hud office fair housing equal opportunity jointly reaffirm today share commitment uphold civil right law advance environmental justice,False
"Justice Department Seeks to Shut Down Miami-Dade County, Florida, Tax Return Preparer","The Justice Department’s Tax Division filed a civil injunction suit to permanently bar Dieuseul Jean-Louis, both individually and doing business as DJL Multiservices, from preparing federal tax returns for others. The United States also seeks an order requiring Jean-Louis disgorge to the United States his ill-gotten preparation fees.",https://www.justice.gov//opa/pr/justice-department-seeks-shut-down-miami-dade-county-florida-tax-return-preparer,2024-05-03,justice department seek shut miami dade county florida tax return preparer justice department tax division file civil injunction suit permanently bar dieuseul jean louis individually business djl multiservice prepare federal tax return united states seek order require jean louis disgorge united states ill get preparation fee,False
Readout of Annual Principals Meeting of the Five Eyes Law Enforcement Group,"Attorney General Merrick B. Garland attended the Five Eyes Law Enforcement Group (FELEG) Annual Principals Meeting this week, where international and national partners met to discuss technology, innovation and encryption, and the emergent impacts on global safety.",https://www.justice.gov//opa/pr/readout-annual-principals-meeting-five-eyes-law-enforcement-group,2024-05-03,readout annual principal meeting eye law enforcement group attorney general merrick b. garland attend eye law enforcement group feleg annual principal meeting week international national partner meet discuss technology innovation encryption emergent impact global safety,False
"Justice Department Strengthens Efforts, Builds Partnerships to Address the Crisis of Missing or Murdered Indigenous Persons","The Justice Department joins its partners across the federal government, as well as people throughout American Indian and Alaska Native communities, in recognizing May 5 as National Missing or Murdered Indigenous Persons (MMIP) Awareness Day.",https://www.justice.gov//opa/pr/justice-department-strengthens-efforts-builds-partnerships-address-crisis-missing-or,2024-05-03,justice department strengthen effort build partnership address crisis miss murder indigenous person justice department join partner federal government people american indian alaska native community recognize 5 national missing murder indigenous person mmip awareness day,False
Justice Department Sues Texas Department of Criminal Justice for Religious Discrimination,"The Justice Department filed a lawsuit today against the Texas Department of Criminal Justice (TDCJ) for denying an employee’s religious accommodation request to wear a head covering as an expression of her Ifa faith. The lawsuit, filed in the U.S. District Court for the Southern District of Texas, alleges that TDCJ’s refusal to accommodate the employee’s religious practice violated Title VII of the Civil Rights Act of 1964 (Title VII).",https://www.justice.gov//opa/pr/justice-department-sues-texas-department-criminal-justice-religious-discrimination,2024-05-03,justice department sue texas department criminal justice religious discrimination justice department file lawsuit today texas department criminal justice tdcj deny employee religious accommodation request wear head cover expression ifa faith lawsuit file u.s district court southern district texas allege tdcj refusal accommodate employee religious practice violate title vii civil right act 1964 title vii,False
Opioid Manufacturer Endo Health Solutions Inc. Ordered to Pay $1.536B In Criminal Fines and Forfeiture for Distributing Misbranded Opioid Medication,"Endo Health Solutions Inc. (EHSI) was ordered today to pay $1.086 billion in criminal fines and an additional $450 million in criminal forfeiture — the second-largest set of criminal financial penalties ever levied against a pharmaceutical company —for violations of the Federal Food, Drug and Cosmetic Act related to the distribution of the opioid medication Opana ER with INTAC (Opana ER).",https://www.justice.gov//opa/pr/opioid-manufacturer-endo-health-solutions-inc-ordered-pay-1536b-criminal-fines-and,2024-05-03,opioid manufacturer endo health solutions inc order pay $ 1.536b criminal fine forfeiture distribute misbrande opioid medication endo health solutions inc ehsi order today pay $ 1.086 billion criminal fine additional $ 450 million criminal forfeiture second large set criminal financial penalty levy pharmaceutical company violation federal food drug cosmetic act relate distribution opioid medication opana er intac opana er,True
West Virginia Ambulance Services Business Owner Convicted of Tax Crimes,"A federal jury in Beckley, West Virginia, convicted a man for failing to pay the taxes withheld from employees’ wages at an ambulance service he operated and for obstructing the IRS.",https://www.justice.gov//opa/pr/west-virginia-ambulance-services-business-owner-convicted-tax-crimes,2024-05-03,west virginia ambulance services business owner convict tax crime federal jury beckley west virginia convict man fail pay taxis withhold employee wage ambulance service operate obstruct irs,False
BTC-e Operator Pleads Guilty to Money Laundering Conspiracy,A Russian national pleaded guilty today to conspiracy to commit money laundering related to his role in operating the cryptocurrency exchange BTC-e from 2011 to 2017.,https://www.justice.gov//opa/pr/btc-e-operator-pleads-guilty-money-laundering-conspiracy,2024-05-03,btc e operator plead guilty money laundering conspiracy russian national plead guilty today conspiracy commit money laundering relate role operate cryptocurrency exchange btc e 2011 2017,True
U.S. Congressman Henry Cuellar Charged with Bribery and Acting as a Foreign Agent,"An indictment was unsealed today in the Southern District of Texas charging U.S. Congressman Enrique Roberto “Henry” Cuellar, 68, and his wife, Imelda Cuellar, 67, both of Laredo, Texas, with participating in two schemes involving bribery, unlawful foreign influence, and money laundering. Congressman Cuellar and Imelda Cuellar are made their initial court appearance today before U.S. Magistrate Judge Dena Palermo in Houston.",https://www.justice.gov//opa/pr/us-congressman-henry-cuellar-and-his-wife-charged-bribery-unlawful-foreign-influence-and,2024-05-03,u.s congressman henry cuellar charge bribery act foreign agent indictment unseal today southern district texas charge u.s congressman enrique roberto henry cuellar 68 wife imelda cuellar 67 laredo texas participate scheme involve bribery unlawful foreign influence money laundering congressman cuellar imelda cuellar initial court appearance today u.s magistrate judge dena palermo houston,True
Pain Management Physician Sentenced for Unlawfully Distributing Opioids,An Ohio physician was sentenced today to seven years in prison for unlawfully distributing opioids from his clinic.,https://www.justice.gov//opa/pr/pain-management-physician-sentenced-unlawfully-distributing-opioids,2024-05-02,pain management physician sentence unlawfully distribute opioid ohio physician sentence today seven year prison unlawfully distribute opioid clinic,False
Hahn Air Lines Agrees to Pay $26.8M to Resolve False Claims Act Liability for Its Alleged Failure to Pay Travel Fees Collected from Passengers,"Hahn Air Lines GmbH, a privately owned company based in Germany, and its Minneapolis-based subsidiary Hahn Air USA Inc. (collectively Hahn Air) have agreed to pay $26.8 million to resolve allegations that Hahn Air violated the False Claims Act by knowingly failing to remit to the United States certain travel fees that Hahn Air collected from commercial airline passengers flying into or within the United States.",https://www.justice.gov//opa/pr/hahn-air-lines-agrees-pay-268m-resolve-false-claims-act-liability-its-alleged-failure-pay,2024-05-02,hahn air line agree pay $ 26.8 m resolve false claim act liability allege failure pay travel fee collect passenger hahn air line gmbh privately own company base germany minneapolis base subsidiary hahn air usa inc collectively hahn air agree pay $ 26.8 million resolve allegation hahn air violate false claim act knowingly fail remit united states certain travel fee hahn air collect commercial airline passenger fly united states,True
Sixth Nigerian National Pleads Guilty to International Fraud Scheme  that Defrauded Elderly U.S. Victims,A sixth Nigerian national pleaded guilty to operating a transnational inheritance fraud scheme that defrauded elderly and vulnerable consumers across the United States.,https://www.justice.gov//opa/pr/sixth-nigerian-national-pleads-guilty-international-fraud-scheme-defrauded-elderly-us,2024-05-02,sixth nigerian national plead guilty international fraud scheme defraud elderly u.s victim sixth nigerian national plead guilty operate transnational inheritance fraud scheme defraud elderly vulnerable consumer united states,True
Leader of Massive Scheme to Traffic in Fraudulent and Counterfeit Cisco Networking Equipment Sentenced to Prison,A Florida resident and dual citizen of the United States and Turkey was sentenced yesterday to six years and six months in prison for running an enormous operation over many years to traffic in fraudulent and counterfeit Cisco networking equipment.,https://www.justice.gov//opa/pr/leader-massive-scheme-traffic-fraudulent-and-counterfeit-cisco-networking-equipment,2024-05-02,leader massive scheme traffic fraudulent counterfeit cisco networking equipment sentence prison florida resident dual citizen united states turkey sentence yesterday year month prison run enormous operation year traffic fraudulent counterfeit cisco networking equipment,True
North Carolina Man Sentenced for Racially Motivated Hate Crimes Against Black and Hispanic Men,A North Carolina man was sentenced yesterday to 41 months in prison and three years of supervised release for committing hate crimes against a Black man and a Hispanic man.,https://www.justice.gov//opa/pr/north-carolina-man-sentenced-racially-motivated-hate-crimes-against-black-and-hispanic-men,2024-05-02,north carolina man sentence racially motivate hate crime black hispanic man north carolina man sentence yesterday 41 month prison year supervised release commit hate crime black man hispanic man,False
Ohio Man Pleads Guilty to Operating an Illegal Gambling Business and Tax Fraud,"An Ohio man pleaded guilty to tax evasion, operating an illegal gambling business and two counts of money laundering associated with his ownership and operation of illegal gambling businesses in Northeast Ohio.",https://www.justice.gov//opa/pr/ohio-man-pleads-guilty-operating-illegal-gambling-business-and-tax-fraud,2024-05-02,ohio man plead guilty operate illegal gambling business tax fraud ohio man plead guilty tax evasion operate illegal gambling business count money laundering associate ownership operation illegal gambling business northeast ohio,True
Sixty-Two Members of Violent Gang Charged with Drug Trafficking and Firearms Violations in Puerto Rico,"On April 24, a federal grand jury in the District of Puerto Rico returned an indictment charging 62 violent gang members from Arecibo, Puerto Rico, with conspiracy to possess with intent to distribute, possession and distribution of controlled substances, and firearms violations.",https://www.justice.gov//opa/pr/sixty-two-members-violent-gang-charged-drug-trafficking-and-firearms-violations-puerto-rico,2024-05-02,member violent gang charge drug trafficking firearm violation puerto rico april 24 federal grand jury district puerto rico return indictment charge 62 violent gang member arecibo puerto rico conspiracy possess intent distribute possession distribution control substance firearm violation,False
Man Pleads Guilty to Defrauding COVID-19 Relief Programs and Commercial Equipment Lenders,"A Maryland man pleaded guilty today to conspiring to defraud Coronavirus Aid, Relief, and Economic Security (CARES) Act loan programs and to his role in a years-long scheme to defraud commercial equipment financing companies.",https://www.justice.gov//opa/pr/man-pleads-guilty-defrauding-covid-19-relief-programs-and-commercial-equipment-lenders,2024-05-02,man plead guilty defraud covid-19 relief program commercial equipment lender maryland man plead guilty today conspire defraud coronavirus aid relief economic security cares act loan program role year long scheme defraud commercial equipment financing company,True
South Carolina Man Sentenced for Obstructing Justice in the Murder of a Black Transgender Woman,A South Carolina man was sentenced today for obstructing an investigation into the December 2019 murder of a transgender woman.,https://www.justice.gov//opa/pr/south-carolina-man-sentenced-obstructing-justice-murder-black-transgender-woman,2024-05-02,south carolina man sentence obstruct justice murder black transgender woman south carolina man sentence today obstruct investigation december 2019 murder transgender woman,False
California Man Sentenced for Sex Trafficking and Related Offenses for Forcing Victim to Engage in Commercial Sex Across the Country,"A California man was sentenced yesterday for sex trafficking, conspiracy to commit sex trafficking and interstate transportation for purposes of prostitution.",https://www.justice.gov//opa/pr/california-man-sentenced-sex-trafficking-and-related-offenses-forcing-victim-engage,2024-05-01,california man sentence sex trafficking related offense force victim engage commercial sex country california man sentence yesterday sex trafficking conspiracy commit sex trafficking interstate transportation purpose prostitution,False
"Justice Department, Federal Trade Commission, and Department of Health and Human Services Extend Comment Period on Public Inquiry into Impact of Corporate Ownership Trend in Health Care","The Justice Department’s Antitrust Division, Federal Trade Commission (FTC) and Department of Health and Human Services are extending the comment period for the Request for Information on Consolidation in Health Care Markets (RFI) by 30 days. The new deadline is June 5.",https://www.justice.gov//opa/pr/justice-department-federal-trade-commission-and-department-health-and-human-services-extend,2024-05-01,justice department federal trade commission department health human service extend comment period public inquiry impact corporate ownership trend health care justice department antitrust division federal trade commission ftc department health human service extend comment period request information consolidation health care market rfi 30 day new deadline june 5,True
Extradited Nigerian National Convicted of Business Email Compromise Scheme,"A federal jury in New Haven, Connecticut, convicted a Nigerian national today for operating a business email compromise scheme out of multiple countries, including the United States.",https://www.justice.gov//opa/pr/extradited-nigerian-national-convicted-business-email-compromise-scheme,2024-05-01,extradite nigerian national convict business email compromise scheme federal jury new haven connecticut convict nigerian national today operate business email compromise scheme multiple country include united states,True
United States Files Forfeiture Action Against $1.55 Million Aircraft Landing Gear,The Justice Department today filed a forfeiture complaint against a set of aircraft landing gear for a Boeing 737-800 that was detained in September 2023 at Miami International Airport by U.S. Customs and Border Patrol.,https://www.justice.gov//opa/pr/united-states-files-forfeiture-action-against-155-million-aircraft-landing-gear,2024-05-01,united states file forfeiture action $ 1.55 million aircraft landing gear justice department today file forfeiture complaint set aircraft landing gear boeing 737 800 detain september 2023 miami international airport u.s customs border patrol,False
California Man Sentenced for Sex Trafficking and Related Offenses for Forcing Victim to Engage in Commercial Sex Across the Country,"A California man was sentenced yesterday for sex trafficking, conspiracy to commit sex trafficking and interstate transportation for purposes of prostitution.",https://www.justice.gov//opa/pr/california-man-sentenced-sex-trafficking-and-related-offenses-forcing-victim-engage,2024-05-01,california man sentence sex trafficking related offense force victim engage commercial sex country california man sentence yesterday sex trafficking conspiracy commit sex trafficking interstate transportation purpose prostitution,False
Staffing Company to Pay $2.7M for Alleged Failure to Provide Adequate Cybersecurity for COVID-19 Contact Tracing Data,"Insight Global LLC, headquartered in Atlanta has agreed to pay $2.7 million to resolve allegations that it violated the False Claims Act by failing to implement adequate cybersecurity measures to protect health information obtained during COVID-19 contact tracing.",https://www.justice.gov//opa/pr/staffing-company-pay-27m-alleged-failure-provide-adequate-cybersecurity-covid-19-contact,2024-05-01,staff company pay $ 2.7 m alleged failure provide adequate cybersecurity covid-19 contact tracing datum insight global llc headquarter atlanta agree pay $ 2.7 million resolve allegation violate false claim act fail implement adequate cybersecurity measure protect health information obtain covid-19 contact tracing,True
Recidivist Sex Offender Sentenced for Possessing Deepfake Child Sexual Abuse Material,A Pennsylvania man was sentenced yesterday to 14 years and seven months in prison for possessing deepfake child sexual abuse material (CSAM) depicting numerous child celebrities.,https://www.justice.gov//opa/pr/recidivist-sex-offender-sentenced-possessing-deepfake-child-sexual-abuse-material,2024-05-01,recidivist sex offender sentence possess deepfake child sexual abuse material pennsylvania man sentence yesterday 14 year seven month prison possess deepfake child sexual abuse material csam depict numerous child celebrity,False
"Justice Department, Federal Trade Commission, and Department of Health and Human Services Extend Comment Period on Public Inquiry into Impact of Corporate Ownership Trend in Health Care","The Justice Department’s Antitrust Division, Federal Trade Commission (FTC) and Department of Health and Human Services are extending the comment period for the Request for Information on Consolidation in Health Care Markets (RFI) by 30 days. The new deadline is June 5.",https://www.justice.gov//opa/pr/justice-department-federal-trade-commission-and-department-health-and-human-services-extend,2024-05-01,justice department federal trade commission department health human service extend comment period public inquiry impact corporate ownership trend health care justice department antitrust division federal trade commission ftc department health human service extend comment period request information consolidation health care market rfi 30 day new deadline june 5,True
Readout of Justice Department’s Civil Rights Division’s Meeting with Jewish Community Stakeholders,"Marking the first day of Jewish American Heritage Month, the Justice Department convened an interagency meeting with Jewish community stakeholders. Attorney General Merrick B. Garland spoke with those at the meeting and underscored the Department’s commitment to addressing antisemitic hate crimes. Assistant Attorney General Kristen Clarke of the Justice Department’s Civil Rights Division outlined the enforcement efforts across the Department and highlighted actions to prevent and combat hate crimes.",https://www.justice.gov//opa/pr/readout-justice-departments-civil-rights-divisions-meeting-jewish-community-stakeholders,2024-05-01,readout justice department civil right division meeting jewish community stakeholder mark day jewish american heritage month justice department convene interagency meeting jewish community stakeholder attorney general merrick b. garland speak meeting underscore department commitment address antisemitic hate crime assistant attorney general kristen clarke justice department civil right division outline enforcement effort department highlight action prevent combat hate crime,False
Elara Caring Agrees to Pay $4.2 Million to Settle False Claims Act Allegations That It Billed Medicare for Ineligible Hospice Patients,"Elara Caring, and its wholly owned subsidiaries JHH/CIMA Holdings Inc., CIMA Healthcare Management Inc., CIMA Hospice of Texarkana L.L.C., CIMA Hospice of East Texas L.L.C. and CIMA Hospice of El Paso L.P., have agreed to pay $4.2 million to resolve allegations that they violated the False Claims Act by knowingly submitting false claims and knowingly retaining overpayments for the care of hospice patients in Texas who were ineligible for the Medicare hospice benefit because they were not terminally ill.",https://www.justice.gov//opa/pr/elara-caring-agrees-pay-42-million-settle-false-claims-act-allegations-it-billed-medicare,2024-05-01,elara caring agree pay $ 4.2 million settle false claim act allegation bill medicare ineligible hospice patient elara caring wholly own subsidiary jhh cima holdings inc cima healthcare management inc cima hospice texarkana l.l.c cima hospice east texas l.l.c cima hospice el paso l.p agree pay $ 4.2 million resolve allegation violate false claim act knowingly submit false claim knowingly retain overpayment care hospice patient texas ineligible medicare hospice benefit terminally ill,False
Scheme to Transfer Money to Iran Results in Guilty Pleas,"Muzzamil Zaidi, 40, and Asim Mujtaba Naqvi, 40, both of Houston, Texas, pleaded guilty today for their roles in an illicit scheme to transfer tens of thousands of dollars from the United States to Iran, including for the benefit of Ayatollah Ali Husseini Khamenei, the Supreme Leader of the Islamic Republic of Iran.",https://www.justice.gov//opa/pr/scheme-transfer-money-iran-results-guilty-pleas,2024-05-01,scheme transfer money iran result guilty plea muzzamil zaidi 40 asim mujtaba naqvi 40 houston texas plead guilty today role illicit scheme transfer ten thousand dollar united states iran include benefit ayatollah ali husseini khamenei supreme leader islamic republic iran,True
